shipment_id,order_id,carrier,ship_mode,origin_country,destination_country,dispatch_date,estimated_arrival,actual_arrival,freight_cost,weight_kg,delivery_status,delay_days
SHIP01932,ORD04908,Nippon Express,Sea,China,UK,2024-06-09,2024-06-29,2024-07-04,645.27,646.77,Delivered,5.0
SHIP01933,ORD01567,DHL,Sea,India,Thailand,2023-12-05,2023-12-23,,364.61,247.95,In Transit,
SHIP01934,ORD01524,FedEx,Sea,Vietnam,France,2022-06-08,2022-07-01,2022-07-23,3100.21,3413.92,Delayed,22.0
SHIP01935,ORD04777,FedEx,Air,Malaysia,Australia,2023-02-24,2023-02-27,,68.86,1.38,Lost,
SHIP01936,ORD03045,FedEx,Sea,Malaysia,Thailand,2024-02-12,2024-03-22,2024-03-22,2161.95,2493.88,Delivered,0.0
SHIP01937,ORD03746,DB Schenker,Sea,India,Italy,2022-05-24,2022-06-09,2022-06-09,473.93,445.05,Delivered,0.0
SHIP01938,ORD01498,Nippon Express,Rail,China,Singapore,2024-02-10,2024-02-29,,996.3,675.62,In Transit,
SHIP01939,ORD04234,FedEx,Sea,China,Netherlands,2022-01-31,2022-03-08,,2114.51,2638.14,In Transit,
SHIP01940,ORD00925,FedEx,Air,Malaysia,South Korea,2022-10-21,2022-10-26,2022-10-26,7482.32,1136.62,Delivered,0.0
SHIP01941,ORD02214,FedEx,Sea,India,Italy,2024-12-01,2024-12-23,2024-12-23,159.03,11.35,Delivered,0.0
SHIP01942,ORD03047,Blue Dart,Sea,China,Mexico,2024-12-03,2025-01-02,2025-01-26,6850.28,9279.9,Delayed,24.0
SHIP01943,ORD02190,Nippon Express,Sea,China,Bangladesh,2024-12-02,2025-01-03,2025-01-03,944.4,1076.69,Delivered,0.0
SHIP01944,ORD04839,FedEx,Sea,Malaysia,UK,2023-03-08,2023-04-19,2023-04-19,1110.34,1220.09,Delivered,0.0
SHIP01945,ORD03825,DHL,Air,Vietnam,Indonesia,2022-11-04,2022-11-11,2022-11-11,583.22,75.84,Delivered,0.0
SHIP01946,ORD03786,Blue Dart,Sea,China,USA,2023-07-05,2023-07-29,,472.73,400.12,In Transit,
SHIP01947,ORD02102,DB Schenker,Sea,Vietnam,UK,2023-02-12,2023-03-08,2023-03-08,5264.72,6161.92,Delivered,0.0
SHIP01948,ORD02202,DB Schenker,Sea,Vietnam,Italy,2024-12-17,2025-01-29,2025-02-11,379.85,289.92,Delivered,13.0
SHIP01949,ORD02274,FedEx,Air,China,Japan,2022-02-08,2022-02-14,2022-02-14,6644.7,1038.06,Delivered,0.0
SHIP01950,ORD02727,Nippon Express,Sea,Malaysia,UK,2024-11-12,2024-12-17,,3777.79,4192.04,In Transit,
SHIP01951,ORD03233,Nippon Express,Sea,China,Germany,2022-10-18,2022-11-14,2022-11-14,170.06,23.52,Delivered,0.0
SHIP01952,ORD01773,Maersk,Sea,Malaysia,Japan,2024-03-11,2024-04-22,2024-04-22,772.86,828.38,Delivered,0.0
SHIP01953,ORD02096,Maersk,Air,China,Italy,2022-07-09,2022-07-13,2022-07-13,353.2,42.44,Delivered,0.0
SHIP01954,ORD04482,DHL,Sea,Vietnam,Netherlands,2023-03-22,2023-04-25,2023-05-24,156.36,8.37,Delayed,29.0
SHIP01955,ORD00249,DHL,Sea,China,Canada,2024-02-15,2024-03-31,2024-03-31,1296.13,1578.13,Delivered,0.0
SHIP01956,ORD00026,Blue Dart,Sea,Vietnam,India,2022-04-16,2022-05-19,2022-05-19,203.75,63.54,Delivered,0.0
SHIP01957,ORD03217,Nippon Express,Road,China,Bangladesh,2022-02-06,2022-02-12,2022-02-12,2316.26,1111.68,Delivered,0.0
SHIP01958,ORD02057,DHL,Sea,India,Canada,2024-03-06,2024-04-16,2024-05-07,5984.63,7624.68,Delayed,21.0
SHIP01959,ORD02548,Maersk,Sea,China,Canada,2022-10-14,2022-11-02,2022-11-02,241.88,109.04,Delivered,0.0
SHIP01960,ORD01349,Nippon Express,Sea,China,Indonesia,2023-10-10,2023-11-24,2023-11-24,186.9,46.26,Delivered,0.0
SHIP01961,ORD01958,Maersk,Air,Malaysia,Singapore,2024-01-17,2024-01-20,2024-01-20,10112.1,1489.21,Delivered,0.0
SHIP01962,ORD02225,FedEx,Air,India,Italy,2022-08-10,2022-08-17,2022-08-17,10424.2,1760.18,Delivered,0.0
SHIP01963,ORD03542,Blue Dart,Air,China,Canada,2023-08-29,2023-09-03,2023-09-05,2418.29,375.14,Delayed,2.0
SHIP01964,ORD00531,FedEx,Sea,Malaysia,Thailand,2023-05-02,2023-05-20,2023-05-20,988.14,1078.98,Delivered,0.0
SHIP01965,ORD04486,DHL,Air,China,Japan,2022-08-30,2022-09-04,2022-09-04,40259.86,6517.39,Delivered,0.0
SHIP01966,ORD01344,Maersk,Sea,India,Japan,2022-05-12,2022-06-20,2022-06-29,224.88,96.0,Delivered,9.0
SHIP01967,ORD00919,Nippon Express,Air,China,UAE,2023-05-11,2023-05-18,2023-05-26,31525.2,4975.25,Delivered,8.0
SHIP01968,ORD02081,Nippon Express,Sea,China,Germany,2024-09-10,2024-10-13,2024-10-23,255.24,120.82,Delayed,10.0
SHIP01969,ORD00577,DHL,Air,China,Saudi Arabia,2024-10-25,2024-10-29,2024-10-29,20653.21,2961.41,Delivered,0.0
SHIP01970,ORD00173,Blue Dart,Air,Vietnam,UAE,2023-11-07,2023-11-14,2023-11-14,420.89,52.17,Delivered,0.0
SHIP01971,ORD04184,Maersk,Air,Malaysia,UK,2023-09-18,2023-09-25,2023-09-25,74.4,2.46,Delivered,0.0
SHIP01972,ORD00233,DHL,Rail,China,Singapore,2022-06-28,2022-07-15,2022-07-15,91.28,7.73,Delivered,0.0
SHIP01973,ORD02085,Nippon Express,Air,China,Indonesia,2023-03-07,2023-03-12,,9119.23,1496.68,In Transit,
SHIP01974,ORD02331,FedEx,Air,China,Germany,2023-06-07,2023-06-10,2023-06-10,2684.01,419.97,Delivered,0.0
SHIP01975,ORD03535,Blue Dart,Sea,China,Netherlands,2023-03-30,2023-05-14,2023-05-14,479.99,441.76,Delivered,0.0
SHIP01976,ORD00921,Maersk,Sea,India,Indonesia,2023-05-29,2023-07-04,2023-07-04,655.34,690.63,Delivered,0.0
SHIP01977,ORD03180,DHL,Sea,China,Canada,2023-06-05,2023-07-15,2023-08-12,2359.42,2732.68,Delayed,28.0
SHIP01978,ORD01715,FedEx,Sea,China,UK,2023-11-18,2023-12-13,2023-12-21,672.11,620.4,Delivered,8.0
SHIP01979,ORD01134,DB Schenker,Sea,Malaysia,South Korea,2024-03-07,2024-03-30,,255.83,132.5,In Transit,
SHIP01980,ORD02215,Maersk,Sea,China,Canada,2023-07-02,2023-07-27,2023-08-01,218.38,89.28,Delayed,5.0
SHIP01981,ORD00377,Nippon Express,Sea,India,Mexico,2023-07-06,2023-07-27,2023-07-27,263.36,153.98,Delivered,0.0
SHIP01982,ORD03434,Nippon Express,Sea,India,Japan,2022-05-15,2022-06-03,2022-06-03,282.65,154.66,Delivered,0.0
SHIP01983,ORD03102,DB Schenker,Sea,China,USA,2022-12-25,2023-01-14,2023-02-08,212.39,75.88,Delayed,25.0
SHIP01984,ORD04783,Maersk,Sea,China,Germany,2022-12-28,2023-02-10,2023-02-10,5024.74,6549.5,Delivered,0.0
SHIP01985,ORD02332,DHL,Sea,India,South Korea,2022-12-09,2023-01-21,2023-01-21,216.31,86.39,Delivered,0.0
SHIP01986,ORD01823,Maersk,Air,Vietnam,Canada,2024-11-15,2024-11-22,,10615.37,1536.78,In Transit,
SHIP01987,ORD04297,Maersk,Sea,China,South Korea,2022-12-21,2023-01-26,,2474.64,2761.92,In Transit,
SHIP01988,ORD01276,Blue Dart,Air,China,UK,2023-05-10,2023-05-17,2023-05-17,53818.27,8008.05,Delivered,0.0
SHIP01989,ORD02864,Blue Dart,Air,Vietnam,Indonesia,2022-02-08,2022-02-14,2022-02-14,32562.82,5443.29,Delivered,0.0
SHIP01990,ORD02754,DB Schenker,Air,Vietnam,Singapore,2023-11-03,2023-11-10,2023-11-10,14357.33,2137.67,Delivered,0.0
SHIP01991,ORD02095,Nippon Express,Air,India,Thailand,2024-03-16,2024-03-20,2024-03-20,1346.43,193.64,Delivered,0.0
SHIP01992,ORD00173,FedEx,Sea,Vietnam,UAE,2023-11-07,2023-12-20,2023-12-20,192.65,52.17,Delivered,0.0
SHIP01993,ORD02242,Nippon Express,Air,Malaysia,USA,2023-06-08,2023-06-14,,2474.1,348.88,In Transit,
SHIP01994,ORD02679,Maersk,Air,Vietnam,Netherlands,2022-05-02,2022-05-07,2022-05-15,71.77,1.96,Delivered,8.0
SHIP01995,ORD01500,Nippon Express,Air,India,Bangladesh,2023-01-22,2023-01-27,,14255.49,2412.48,In Transit,
SHIP01996,ORD03428,DB Schenker,Air,Malaysia,Japan,2024-11-04,2024-11-10,2024-11-10,16922.39,2741.67,Delivered,0.0
SHIP01997,ORD04631,Blue Dart,Sea,China,Singapore,2022-03-26,2022-04-30,2022-05-24,469.76,433.52,Delayed,24.0
SHIP01998,ORD00916,Blue Dart,Sea,China,Singapore,2022-01-14,2022-02-14,2022-02-21,239.32,106.06,Delivered,7.0
SHIP01999,ORD02465,FedEx,Sea,Malaysia,Saudi Arabia,2022-10-06,2022-10-30,2022-10-30,562.37,562.93,Delivered,0.0
SHIP02000,ORD04697,FedEx,Road,Vietnam,Thailand,2024-10-17,2024-10-24,2024-10-24,3846.51,1778.85,Delivered,0.0
SHIP02001,ORD02096,DHL,Air,China,Italy,2022-07-09,2022-07-15,2022-07-15,357.84,42.44,Delivered,0.0
SHIP02002,ORD04496,Blue Dart,Sea,China,France,2023-06-19,2023-07-26,2023-07-26,13949.32,15979.06,Delivered,0.0
SHIP02003,ORD03686,Nippon Express,Sea,China,Japan,2023-02-04,2023-03-20,,1866.84,2208.69,In Transit,
SHIP02004,ORD00495,Blue Dart,Air,Vietnam,South Korea,2023-03-25,2023-04-01,,1240.48,177.88,In Transit,
SHIP02005,ORD04519,Blue Dart,Sea,Malaysia,Italy,2023-08-06,2023-09-17,2023-09-26,837.29,914.55,Delivered,9.0
SHIP02006,ORD04231,Nippon Express,Air,Malaysia,Italy,2022-09-04,2022-09-11,2022-09-11,63210.79,10612.44,Delivered,0.0
SHIP02007,ORD02732,DB Schenker,Air,China,Australia,2024-12-05,2024-12-08,2024-12-08,4320.18,622.47,Delivered,0.0
SHIP02008,ORD01762,Nippon Express,Sea,Malaysia,Singapore,2022-01-11,2022-02-24,2022-03-03,4247.49,5681.78,Delivered,7.0
SHIP02009,ORD02993,DB Schenker,Air,Malaysia,Germany,2023-03-13,2023-03-16,2023-03-26,807.13,107.85,Delayed,10.0
SHIP02010,ORD00104,DHL,Air,Malaysia,Japan,2022-07-01,2022-07-05,2022-08-02,378.66,50.68,Delayed,28.0
SHIP02011,ORD03588,Maersk,Air,India,Indonesia,2024-10-25,2024-10-29,2024-10-29,1212.61,191.4,Delivered,0.0
SHIP02012,ORD02829,Nippon Express,Air,Malaysia,Mexico,2024-06-07,2024-06-13,2024-06-13,1047.76,151.79,Delivered,0.0
SHIP02013,ORD03469,Maersk,Air,India,Japan,2022-09-23,2022-09-26,,868.62,113.66,In Transit,
SHIP02014,ORD01888,DHL,Sea,India,Indonesia,2024-02-17,2024-03-04,2024-03-04,2942.22,3333.14,Delivered,0.0
SHIP02015,ORD03499,Nippon Express,Air,India,Australia,2024-08-06,2024-08-12,2024-08-12,986.02,135.42,Delivered,0.0
SHIP02016,ORD01912,Nippon Express,Sea,Vietnam,Mexico,2023-12-07,2024-01-04,2024-01-22,472.8,411.14,Delayed,18.0
SHIP02017,ORD01109,Maersk,Sea,India,Saudi Arabia,2023-05-29,2023-06-14,2023-06-14,295.55,183.77,Delivered,0.0
SHIP02018,ORD01313,DHL,Sea,Vietnam,Saudi Arabia,2023-05-24,2023-06-23,2023-06-23,739.41,689.38,Delivered,0.0
SHIP02019,ORD00323,DHL,Air,Malaysia,Saudi Arabia,2022-06-18,2022-06-21,2022-06-21,569.04,85.42,Delivered,0.0
SHIP02020,ORD02823,Maersk,Sea,India,Germany,2022-11-08,2022-12-16,2022-12-16,3925.87,5181.15,Delivered,0.0
SHIP02021,ORD04762,Maersk,Sea,China,Bangladesh,2022-02-26,2022-03-26,2022-03-26,456.58,369.24,Delivered,0.0
SHIP02022,ORD00076,Nippon Express,Air,India,Netherlands,2023-03-04,2023-03-11,2023-03-24,83.39,3.77,Delivered,13.0
SHIP02023,ORD01467,Blue Dart,Sea,Vietnam,South Korea,2023-01-20,2023-02-14,2023-02-14,1426.32,1450.54,Delivered,0.0
SHIP02024,ORD04724,DHL,Sea,India,Singapore,2022-06-07,2022-06-29,2022-06-29,1701.23,1764.57,Delivered,0.0
SHIP02025,ORD04792,Blue Dart,Sea,China,France,2024-09-30,2024-11-08,,191.79,50.79,In Transit,
SHIP02026,ORD02114,FedEx,Road,India,Thailand,2022-09-25,2022-10-03,,717.05,310.05,In Transit,
SHIP02027,ORD03176,DHL,Air,China,Thailand,2023-07-21,2023-07-25,2023-07-26,7232.61,1223.96,Delivered,1.0
SHIP02028,ORD00044,Nippon Express,Air,China,Bangladesh,2022-02-12,2022-02-17,2022-02-17,2428.0,357.03,Delivered,0.0
SHIP02029,ORD01759,Maersk,Rail,China,Singapore,2023-09-29,2023-10-06,2023-10-06,1731.04,1199.16,Delivered,0.0
SHIP02030,ORD01979,Nippon Express,Sea,Vietnam,USA,2022-05-17,2022-06-15,2022-06-15,249.39,114.95,Delivered,0.0
SHIP02031,ORD02917,FedEx,Air,India,India,2024-08-08,2024-08-12,2024-08-29,13294.58,2206.11,Delayed,17.0
SHIP02032,ORD01442,DHL,Sea,India,India,2022-08-19,2022-09-11,,701.67,749.66,In Transit,
SHIP02033,ORD01164,Blue Dart,Air,Vietnam,Japan,2024-06-05,2024-06-11,2024-06-11,304.37,36.01,Delivered,0.0
SHIP02034,ORD03206,FedEx,Sea,China,Japan,2023-09-23,2023-10-09,2023-10-09,1708.22,2093.08,Delivered,0.0
SHIP02035,ORD01659,Blue Dart,Sea,China,Thailand,2022-12-27,2023-01-21,,251.98,125.32,Lost,
SHIP02036,ORD03560,Blue Dart,Sea,Vietnam,UK,2024-03-12,2024-03-27,2024-03-27,1846.62,2002.37,Delivered,0.0
SHIP02037,ORD00224,Blue Dart,Rail,Malaysia,India,2022-03-30,2022-04-15,2022-04-23,2124.88,1513.97,Delayed,8.0
SHIP02038,ORD00612,DHL,Sea,Vietnam,Japan,2022-08-05,2022-09-10,2022-09-15,199.1,65.96,Delayed,5.0
SHIP02039,ORD04176,Nippon Express,Air,Vietnam,Singapore,2022-03-31,2022-04-07,2022-04-07,21795.27,3573.99,Delivered,0.0
SHIP02040,ORD04989,FedEx,Sea,China,USA,2024-11-10,2024-11-26,2024-12-03,225.2,93.0,Delivered,7.0
SHIP02041,ORD01433,Nippon Express,Air,Malaysia,Australia,2023-03-18,2023-03-21,2023-03-26,62.14,0.31,Delivered,5.0
SHIP02042,ORD02781,Nippon Express,Air,India,Netherlands,2023-08-14,2023-08-21,2023-08-21,718.73,94.53,Delivered,0.0
SHIP02043,ORD01968,Nippon Express,Air,India,Netherlands,2023-12-08,2023-12-13,2023-12-13,21247.37,3571.92,Delivered,0.0
SHIP02044,ORD03047,Blue Dart,Sea,China,Mexico,2024-12-03,2025-01-07,2025-01-07,7586.5,9279.9,Delivered,0.0
SHIP02045,ORD01464,FedEx,Sea,Malaysia,Saudi Arabia,2023-04-24,2023-05-17,2023-05-17,682.77,620.12,Delivered,0.0
SHIP02046,ORD00828,DHL,Sea,China,Italy,2022-07-22,2022-08-13,2022-08-16,1127.23,1336.14,Delivered,3.0
SHIP02047,ORD04204,Nippon Express,Sea,China,Italy,2022-03-10,2022-04-22,2022-04-24,1868.8,2373.54,Delivered,2.0
SHIP02048,ORD04209,Nippon Express,Sea,China,Australia,2024-11-18,2024-12-16,2024-12-16,1070.35,1265.05,Delivered,0.0
SHIP02049,ORD01916,Maersk,Sea,China,South Korea,2023-11-09,2023-12-02,2023-12-02,153.5,4.03,Delivered,0.0
SHIP02050,ORD03598,Blue Dart,Sea,China,Japan,2022-09-05,2022-10-10,2022-10-21,567.87,533.08,Delayed,11.0
SHIP02051,ORD01893,Blue Dart,Sea,China,India,2023-09-10,2023-09-28,2023-10-05,837.85,942.72,Delivered,7.0
SHIP02052,ORD02178,Maersk,Sea,China,UAE,2023-09-02,2023-09-19,2023-10-14,4479.6,4923.56,Delayed,25.0
SHIP02053,ORD02853,FedEx,Sea,China,Japan,2022-12-14,2023-01-16,2023-01-16,279.96,148.92,Delivered,0.0
SHIP02054,ORD04933,Blue Dart,Air,China,Mexico,2023-12-07,2023-12-12,2023-12-12,11245.72,1749.62,Delivered,0.0
SHIP02055,ORD02150,Blue Dart,Sea,Vietnam,Japan,2023-02-25,2023-03-15,2023-03-15,1740.4,2159.36,Delivered,0.0
SHIP02056,ORD01262,DB Schenker,Air,Vietnam,Australia,2023-10-11,2023-10-16,2023-10-16,19566.09,2861.61,Delivered,0.0
SHIP02057,ORD02326,Nippon Express,Sea,Vietnam,USA,2024-08-31,2024-09-19,2024-09-28,5708.33,7618.38,Delivered,9.0
SHIP02058,ORD04909,FedEx,Sea,China,Italy,2023-02-03,2023-03-03,2023-03-12,600.38,548.95,Delayed,9.0
SHIP02059,ORD04082,DHL,Air,China,Japan,2024-01-31,2024-02-04,,114516.62,16733.13,In Transit,
SHIP02060,ORD01797,Blue Dart,Sea,Vietnam,Germany,2022-05-14,2022-06-27,2022-06-27,217.09,88.98,Delivered,0.0
SHIP02061,ORD01628,Blue Dart,Sea,China,Thailand,2022-08-06,2022-09-04,2022-09-04,1418.34,1456.28,Delivered,0.0
SHIP02062,ORD01583,FedEx,Road,Vietnam,India,2023-04-07,2023-04-17,2023-04-17,16484.6,6800.5,Delivered,0.0
SHIP02063,ORD01879,Nippon Express,Sea,China,Japan,2024-09-03,2024-10-15,,855.53,907.54,In Transit,
SHIP02064,ORD03449,DHL,Air,Malaysia,Netherlands,2024-08-11,2024-08-17,2024-08-17,220.31,22.57,Delivered,0.0
SHIP02065,ORD00253,Blue Dart,Sea,Vietnam,Saudi Arabia,2023-04-08,2023-05-17,2023-05-22,836.99,907.43,Delivered,5.0
SHIP02066,ORD01858,Maersk,Air,China,USA,2023-08-19,2023-08-25,2023-08-25,32852.15,4757.54,Delivered,0.0
SHIP02067,ORD01794,Nippon Express,Sea,India,Japan,2024-03-09,2024-04-19,2024-04-19,1586.39,1712.97,Delivered,0.0
SHIP02068,ORD03346,Maersk,Rail,China,Singapore,2023-03-27,2023-04-14,2023-04-14,363.86,208.35,Delivered,0.0
SHIP02069,ORD03303,Nippon Express,Air,Vietnam,India,2024-01-30,2024-02-05,2024-02-05,2081.11,326.67,Delivered,0.0
SHIP02070,ORD03803,Blue Dart,Sea,India,Indonesia,2022-10-04,2022-11-08,2022-11-08,416.14,340.53,Delivered,0.0
SHIP02071,ORD00814,DHL,Air,Vietnam,Indonesia,2022-12-10,2022-12-17,2022-12-17,8868.05,1500.77,Delivered,0.0
SHIP02072,ORD02757,Nippon Express,Air,Malaysia,Australia,2024-06-08,2024-06-14,,1247.62,167.7,In Transit,
SHIP02073,ORD02825,Nippon Express,Air,China,USA,2024-06-20,2024-06-25,,72851.42,11881.6,In Transit,
SHIP02074,ORD04750,FedEx,Sea,China,Italy,2024-06-22,2024-07-13,2024-07-26,286.75,157.54,Delivered,13.0
SHIP02075,ORD02753,DB Schenker,Sea,China,Thailand,2022-02-08,2022-02-27,,487.28,426.73,In Transit,
SHIP02076,ORD01320,FedEx,Air,China,France,2024-04-03,2024-04-07,2024-04-07,9151.89,1511.38,Delivered,0.0
SHIP02077,ORD02969,DB Schenker,Sea,Vietnam,UAE,2023-12-10,2024-01-22,,264.84,145.64,Lost,
SHIP02078,ORD01856,DB Schenker,Air,India,Saudi Arabia,2022-01-16,2022-01-19,2022-01-19,11589.4,1734.52,Delivered,0.0
SHIP02079,ORD01696,Blue Dart,Sea,Malaysia,South Korea,2024-01-02,2024-02-02,,323.27,217.69,In Transit,
SHIP02080,ORD03498,DHL,Sea,Vietnam,Canada,2024-05-30,2024-07-14,2024-07-14,1815.22,2160.22,Delivered,0.0
SHIP02081,ORD00657,Nippon Express,Sea,India,Japan,2022-09-16,2022-10-12,2022-10-12,647.04,584.54,Delivered,0.0
SHIP02082,ORD04770,Maersk,Air,India,Singapore,2022-12-03,2022-12-09,2022-12-14,10503.74,1472.46,Delivered,5.0
SHIP02083,ORD04143,Nippon Express,Sea,India,Canada,2022-07-01,2022-08-15,2022-08-22,1650.88,2041.34,Delivered,7.0
SHIP02084,ORD04778,DB Schenker,Sea,Vietnam,Australia,2023-09-20,2023-10-15,,1679.17,1892.78,In Transit,
SHIP02085,ORD03422,DB Schenker,Air,India,Japan,2024-06-26,2024-06-30,2024-06-30,1870.0,288.96,Delivered,0.0
SHIP02086,ORD04600,Blue Dart,Sea,India,Singapore,2024-08-19,2024-09-13,2024-09-13,1992.01,2194.21,Delivered,0.0
SHIP02087,ORD00109,DHL,Sea,India,Australia,2023-01-03,2023-02-13,2023-02-13,351.99,245.86,Delivered,0.0
SHIP02088,ORD01205,FedEx,Air,China,Mexico,2024-04-05,2024-04-08,2024-04-29,362.95,51.47,Delayed,21.0
SHIP02089,ORD03038,DB Schenker,Air,China,France,2023-08-07,2023-08-11,2023-08-17,2446.23,357.45,Delayed,6.0
SHIP02090,ORD00579,DB Schenker,Air,India,UAE,2024-08-21,2024-08-25,2024-08-25,394.01,49.18,Delivered,0.0
SHIP02091,ORD02580,FedEx,Air,China,UAE,2024-08-16,2024-08-23,2024-08-23,149.21,13.02,Delivered,0.0
SHIP02092,ORD04247,Maersk,Sea,Vietnam,Mexico,2022-05-26,2022-06-13,2022-06-25,5012.37,5637.19,Delayed,12.0
SHIP02093,ORD03989,FedEx,Air,India,Indonesia,2024-02-01,2024-02-07,,1265.04,170.23,In Transit,
SHIP02094,ORD02042,FedEx,Air,Malaysia,Italy,2022-07-11,2022-07-14,,307.81,39.99,In Transit,
SHIP02095,ORD01413,FedEx,Sea,Vietnam,Australia,2022-07-13,2022-08-05,2022-08-05,530.79,461.1,Delivered,0.0
SHIP02096,ORD03636,DB Schenker,Sea,Vietnam,Italy,2024-05-08,2024-06-20,2024-07-02,855.56,872.02,Delayed,12.0
SHIP02097,ORD01225,Maersk,Air,China,Mexico,2022-10-01,2022-10-08,2022-10-08,1769.38,247.1,Delivered,0.0
SHIP02098,ORD00211,DHL,Air,Malaysia,Saudi Arabia,2024-09-26,2024-10-01,2024-10-02,4919.38,823.69,Delayed,1.0
SHIP02099,ORD00581,DHL,Sea,Vietnam,Italy,2023-01-25,2023-02-12,2023-02-22,409.77,330.68,Delivered,10.0
SHIP02100,ORD01732,DHL,Rail,Vietnam,Singapore,2022-08-01,2022-08-20,2022-08-20,4214.22,2845.73,Delivered,0.0
SHIP02101,ORD04562,Blue Dart,Sea,Vietnam,UAE,2024-01-29,2024-02-14,2024-02-26,2057.4,2313.52,Delayed,12.0
SHIP02102,ORD04741,Nippon Express,Sea,China,South Korea,2023-02-22,2023-03-19,2023-03-19,1067.81,1166.39,Delivered,0.0
SHIP02103,ORD04327,Nippon Express,Sea,China,Australia,2024-06-25,2024-07-25,,304.94,197.88,In Transit,
SHIP02104,ORD02637,DHL,Air,India,USA,2024-09-09,2024-09-14,2024-09-14,1232.81,185.04,Delivered,0.0
SHIP02105,ORD00254,Maersk,Sea,China,Japan,2022-05-05,2022-06-16,2022-07-14,749.26,703.25,Delayed,28.0
SHIP02106,ORD02778,FedEx,Road,China,Singapore,2023-04-08,2023-04-14,2023-04-14,2904.7,1306.48,Delivered,0.0
SHIP02107,ORD01232,FedEx,Sea,India,Australia,2023-01-04,2023-02-07,2023-02-16,338.45,240.39,Delivered,9.0
SHIP02108,ORD00067,DB Schenker,Sea,Vietnam,UK,2024-10-21,2024-11-13,2024-11-13,458.92,359.83,Delivered,0.0
SHIP02109,ORD01860,DB Schenker,Sea,Malaysia,Japan,2022-11-26,2023-01-10,2023-01-27,211.14,84.88,Delayed,17.0
SHIP02110,ORD02929,DB Schenker,Sea,China,Netherlands,2024-09-05,2024-09-23,2024-09-23,307.8,204.67,Delivered,0.0
SHIP02111,ORD02099,FedEx,Air,China,USA,2024-01-09,2024-01-12,2024-01-26,11354.42,1679.22,Delivered,14.0
SHIP02112,ORD02861,Blue Dart,Air,China,Netherlands,2024-11-04,2024-11-11,2024-11-11,61085.35,10194.86,Delivered,0.0
SHIP02113,ORD03981,Nippon Express,Sea,Vietnam,USA,2023-09-01,2023-09-30,2023-09-30,803.89,804.57,Delivered,0.0
SHIP02114,ORD04843,Nippon Express,Sea,India,UK,2022-03-27,2022-04-12,2022-04-23,1558.01,1778.08,Delivered,11.0
SHIP02115,ORD03861,Blue Dart,Sea,Malaysia,Netherlands,2023-06-04,2023-07-19,2023-07-19,354.05,246.72,Delivered,0.0
SHIP02116,ORD02971,DHL,Sea,India,Japan,2022-11-08,2022-11-29,2022-11-29,164.03,17.43,Delivered,0.0
SHIP02117,ORD00081,DB Schenker,Sea,China,UK,2024-04-21,2024-06-05,2024-06-05,154.64,6.18,Delivered,0.0
SHIP02118,ORD03088,Nippon Express,Sea,Vietnam,Singapore,2022-03-13,2022-04-14,2022-04-14,624.27,639.84,Delivered,0.0
SHIP02119,ORD04244,DB Schenker,Rail,Vietnam,India,2023-11-14,2023-12-01,2023-12-11,1262.94,820.38,Delivered,10.0
SHIP02120,ORD00384,FedEx,Air,Vietnam,Australia,2023-08-15,2023-08-20,2023-09-02,10732.95,1508.45,Delayed,13.0
SHIP02121,ORD03505,Maersk,Sea,India,Saudi Arabia,2023-09-03,2023-10-18,2023-10-30,166.27,21.59,Delayed,12.0
SHIP02122,ORD03400,DB Schenker,Air,Malaysia,UAE,2024-06-27,2024-07-02,2024-07-14,243.56,28.46,Delayed,12.0
SHIP02123,ORD03886,DHL,Air,China,UK,2022-12-14,2022-12-18,2022-12-20,60868.42,8582.53,Delayed,2.0
SHIP02124,ORD02662,Maersk,Air,Malaysia,USA,2023-03-06,2023-03-11,2023-04-03,11206.42,1823.51,Delayed,23.0
SHIP02125,ORD03573,Maersk,Sea,China,France,2023-03-04,2023-04-11,2023-04-25,204.1,71.27,Delayed,14.0
SHIP02126,ORD04670,Nippon Express,Air,China,Canada,2022-04-07,2022-04-10,,428.56,56.95,In Transit,
SHIP02127,ORD02424,Maersk,Sea,India,UK,2023-05-01,2023-05-23,2023-05-23,1088.0,1273.06,Delivered,0.0
SHIP02128,ORD04256,DHL,Sea,Vietnam,Mexico,2023-07-14,2023-08-16,2023-08-16,1919.7,2414.92,Delivered,0.0
SHIP02129,ORD02317,Nippon Express,Sea,China,Saudi Arabia,2023-06-08,2023-06-27,2023-06-27,297.35,191.76,Delivered,0.0
SHIP02130,ORD02826,Blue Dart,Sea,Vietnam,UAE,2023-09-12,2023-10-03,,1097.86,1275.94,In Transit,
SHIP02131,ORD01468,Maersk,Air,Vietnam,Canada,2024-09-21,2024-09-26,2024-10-05,17882.2,2782.7,Delivered,9.0
SHIP02132,ORD01469,Maersk,Sea,Vietnam,Thailand,2022-01-20,2022-03-06,2022-03-06,879.31,989.09,Delivered,0.0
SHIP02133,ORD02618,Blue Dart,Sea,India,UAE,2022-03-11,2022-04-18,2022-04-26,198.92,60.1,Delayed,8.0
SHIP02134,ORD00756,DHL,Air,China,Bangladesh,2022-12-26,2022-12-29,,3049.68,460.63,In Transit,
SHIP02135,ORD02298,Blue Dart,Sea,India,France,2022-12-27,2023-02-01,2023-02-10,2973.31,3465.02,Delivered,9.0
