order_id,customer_id,product_id,factory_id,order_date,ship_date,quantity,unit_price,discount_pct,revenue,region,sales_channel,priority
ORD02458,CUST302,PROD098,FACT06,2022-03-22,2022-03-30,317,295.84,18.9,76056.62,Europe,Direct,High
ORD02459,CUST220,PROD082,FACT10,2024-12-29,2025-01-01,464,411.41,6.6,178295.22,Asia Pacific,Distributor,Medium
ORD02460,CUST032,PROD064,FACT06,2023-08-14,2023-08-17,328,755.2,13.4,214513.05,South Asia,Direct,Low
ORD02461,CUST400,PROD089,FACT12,2024-09-18,2024-09-27,395,348.68,1.5,135662.67,Asia Pacific,Direct,Low
ORD02462,CUST423,PROD005,FACT12,2023-12-12,2023-12-22,109,333.66,6.5,34004.96,Asia Pacific,Online B2B,Low
ORD02463,CUST257,PROD011,FACT09,2024-03-07,2024-03-17,14,1064.54,19.8,11952.66,North America,Distributor,Low
ORD02464,CUST482,PROD118,FACT05,2024-01-01,2024-01-10,475,195.61,9.4,84180.76,South Asia,Direct,Medium
ORD02465,CUST233,PROD027,FACT11,2022-10-04,2022-10-06,466,290.76,21.6,106227.42,Middle East,Direct,Medium
ORD02466,CUST441,PROD052,FACT12,2022-02-18,2022-02-24,438,232.43,7.0,94678.04,North America,Distributor,Medium
ORD02467,CUST215,PROD113,FACT09,2023-09-02,2023-09-10,392,350.9,4.8,130950.27,Asia Pacific,Online B2B,Low
ORD02468,CUST242,PROD115,FACT05,2022-10-20,2022-10-31,161,550.78,8.1,81492.86,Asia Pacific,Distributor,Low
ORD02469,CUST245,PROD054,FACT02,2024-11-10,2024-11-17,132,503.94,14.6,56808.15,Europe,Direct,Low
ORD02470,CUST020,PROD029,FACT01,2023-04-17,2023-04-29,113,355.42,0.7,39881.32,Middle East,Distributor,Medium
ORD02471,CUST210,PROD030,FACT09,2022-08-18,2022-08-31,286,84.01,17.9,19726.05,Asia Pacific,Government Tender,Medium
ORD02472,CUST210,PROD100,FACT10,2024-04-17,2024-04-19,340,632.33,14.9,182958.36,Asia Pacific,Distributor,Low
ORD02473,CUST426,PROD111,FACT07,2022-12-23,2023-01-03,94,1067.96,11.6,88743.2,North America,Direct,High
ORD02474,CUST488,PROD111,FACT03,2023-06-25,2023-07-02,347,1054.8,16.5,305623.03,North America,Distributor,High
ORD02475,CUST469,PROD073,FACT12,2024-04-06,2024-04-11,89,542.32,9.6,43632.9,South Asia,Online B2B,Low
ORD02476,CUST072,PROD018,FACT06,2024-07-24,2024-07-28,310,479.46,7.9,136890.62,Europe,Direct,Medium
ORD02477,CUST162,PROD099,FACT10,2024-11-10,2024-11-15,134,478.21,10.4,57415.81,Asia Pacific,Distributor,Medium
ORD02478,CUST178,PROD051,FACT04,2024-03-24,2024-04-02,261,487.64,8.7,116201.2,Asia Pacific,Online B2B,Low
ORD02479,CUST011,PROD086,FACT09,2023-10-07,2023-10-19,206,1003.27,3.5,199440.04,Asia Pacific,Direct,Low
ORD02480,CUST363,PROD051,FACT02,2023-06-11,2023-06-18,307,512.71,15.1,133634.27,Asia Pacific,Government Tender,High
ORD02481,CUST499,PROD045,FACT11,2024-10-18,2024-10-28,398,516.53,4.7,195916.73,Asia Pacific,Distributor,High
ORD02482,CUST299,PROD095,FACT12,2023-09-15,2023-09-21,34,230.39,22.9,6039.44,Asia Pacific,Distributor,Low
ORD02483,CUST266,PROD037,FACT12,2024-04-30,2024-05-12,169,200.91,0.7,33716.11,Asia Pacific,Government Tender,Low
ORD02484,CUST008,PROD099,FACT04,2023-02-28,2023-03-10,345,489.1,5.2,159965.05,Asia Pacific,Direct,High
ORD02485,CUST495,PROD012,FACT01,2023-09-15,2023-09-20,423,217.47,15.9,77363.43,North America,Online B2B,Low
ORD02486,CUST456,PROD115,FACT07,2022-01-04,2022-01-17,146,573.41,19.3,67560.31,North America,Online B2B,Medium
ORD02487,CUST275,PROD001,FACT04,2023-04-14,2023-04-19,20,325.46,11.8,5741.11,Asia Pacific,Distributor,Medium
ORD02488,CUST193,PROD077,FACT05,2023-10-26,2023-11-02,107,296.24,10.9,28242.63,Europe,Direct,Low
ORD02489,CUST311,PROD098,FACT12,2024-06-05,2024-06-19,136,274.33,21.3,29362.09,Asia Pacific,Distributor,Medium
ORD02490,CUST436,PROD019,FACT01,2023-06-22,2023-07-03,26,215.2,2.9,5432.94,Middle East,Direct,High
ORD02491,CUST259,PROD052,FACT02,2022-12-26,2023-01-07,246,228.41,13.7,48490.99,Asia Pacific,Distributor,Medium
ORD02492,CUST053,PROD026,FACT12,2023-06-04,2023-06-12,341,351.55,16.2,100458.22,Asia Pacific,Online B2B,Medium
ORD02493,CUST300,PROD055,FACT04,2022-03-09,2022-03-12,155,546.0,10.2,75997.74,Asia Pacific,Distributor,Low
ORD02494,CUST096,PROD097,FACT02,2023-11-26,2023-12-01,416,410.33,10.0,153627.55,Europe,Distributor,Medium
ORD02495,CUST304,PROD120,FACT01,2022-03-26,2022-04-09,42,669.0,9.1,25541.08,Middle East,Direct,Medium
ORD02496,CUST310,PROD032,FACT10,2022-03-20,2022-03-29,178,213.0,1.9,37193.63,North America,Direct,Medium
ORD02497,CUST400,PROD089,FACT01,2022-01-20,2022-01-30,81,324.74,14.4,22516.17,Asia Pacific,Online B2B,Medium
ORD02498,CUST414,PROD083,FACT06,2022-06-05,2022-06-11,177,384.31,8.4,62308.95,South Asia,Direct,Medium
ORD02499,CUST497,PROD107,FACT02,2024-05-29,2024-06-05,193,167.33,7.0,30034.06,Middle East,Direct,High
ORD02500,CUST092,PROD098,FACT03,2024-07-27,2024-08-07,191,292.96,16.0,47002.5,Middle East,Government Tender,High
ORD02501,CUST412,PROD099,FACT05,2022-01-28,2022-02-10,283,450.2,13.1,110716.34,Asia Pacific,Distributor,Low
ORD02502,CUST144,PROD120,FACT03,2023-09-02,2023-09-10,246,652.15,24.3,121444.68,North America,Distributor,Medium
ORD02503,CUST489,PROD015,FACT06,2024-08-31,2024-09-08,100,86.81,10.5,7769.5,South Asia,Direct,Medium
ORD02504,CUST307,PROD075,FACT07,2023-02-23,2023-02-27,459,683.61,18.5,255728.25,Asia Pacific,Direct,Low
ORD02505,CUST417,PROD030,FACT10,2022-01-22,2022-02-05,489,84.93,19.5,33432.27,Europe,Distributor,Medium
ORD02506,CUST409,PROD107,FACT06,2022-09-18,2022-09-21,489,170.6,22.6,64569.71,South Asia,Distributor,Medium
ORD02507,CUST018,PROD007,FACT02,2022-03-01,2022-03-12,35,189.91,9.5,6015.4,South Asia,Government Tender,Low
ORD02508,CUST126,PROD085,FACT09,2024-07-25,2024-08-03,294,507.76,1.7,146743.66,North America,Distributor,Medium
ORD02509,CUST154,PROD118,FACT02,2022-06-12,2022-06-22,294,213.09,10.5,56070.37,Asia Pacific,Direct,Medium
ORD02510,CUST006,PROD011,FACT06,2022-12-20,2023-01-01,42,1098.53,8.5,42216.51,Europe,Distributor,Medium
ORD02511,CUST422,PROD016,FACT09,2022-07-15,2022-07-24,170,336.54,14.5,48916.09,South Asia,Direct,Low
ORD02512,CUST428,PROD117,FACT09,2024-12-04,2024-12-13,433,292.52,11.0,112728.43,Europe,Direct,High
ORD02513,CUST451,PROD012,FACT02,2023-09-17,2023-09-20,495,214.75,5.2,100773.58,North America,Distributor,High
ORD02514,CUST427,PROD036,FACT09,2024-06-23,2024-07-05,57,955.94,12.0,47949.95,Europe,Direct,Medium
ORD02515,CUST390,PROD086,FACT08,2022-06-28,2022-07-03,356,1013.81,17.2,298838.75,Europe,Direct,Medium
ORD02516,CUST334,PROD045,FACT07,2022-11-21,2022-11-28,54,545.29,20.2,23497.64,Asia Pacific,Government Tender,Low
ORD02517,CUST448,PROD008,FACT11,2023-01-05,2023-01-14,394,547.19,12.7,188212.57,North America,Distributor,Low
ORD02518,CUST338,PROD019,FACT08,2023-07-22,2023-08-05,188,213.2,9.7,36193.68,Asia Pacific,Direct,High
ORD02519,CUST336,PROD040,FACT10,2024-02-18,2024-02-21,296,609.39,22.4,139974.45,Europe,Direct,Low
ORD02520,CUST088,PROD081,FACT08,2024-07-14,2024-07-27,385,275.81,12.4,93019.68,Europe,Online B2B,Low
ORD02521,CUST269,PROD072,FACT01,2022-04-25,2022-05-04,376,319.91,10.6,107535.83,Europe,Online B2B,Medium
ORD02522,CUST065,PROD085,FACT09,2022-12-23,2022-12-25,86,541.74,1.0,46123.74,Middle East,Distributor,Medium
ORD02523,CUST166,PROD054,FACT06,2022-04-25,2022-05-07,64,498.14,0.1,31849.08,Asia Pacific,Distributor,Low
ORD02524,CUST064,PROD080,FACT01,2024-03-08,2024-03-15,81,346.98,10.5,25154.32,South Asia,Online B2B,Low
ORD02525,CUST270,PROD095,FACT01,2022-11-19,2022-11-28,268,241.25,19.5,52047.27,Asia Pacific,Government Tender,Low
ORD02526,CUST145,PROD082,FACT07,2022-02-11,2022-02-20,492,416.75,14.6,175105.01,Middle East,Direct,High
ORD02527,CUST377,PROD026,FACT10,2023-07-28,2023-08-10,185,355.87,11.6,58198.98,Asia Pacific,Online B2B,Medium
ORD02528,CUST333,PROD056,FACT02,2023-03-17,2023-03-29,461,275.46,13.8,109462.85,North America,Online B2B,Low
ORD02529,CUST269,PROD047,FACT06,2022-10-12,2022-10-20,345,149.77,1.1,51102.27,Europe,Distributor,High
ORD02530,CUST329,PROD021,FACT05,2022-04-14,2022-04-22,26,202.56,9.2,4782.04,Middle East,Direct,High
ORD02531,CUST390,PROD073,FACT05,2023-07-23,2023-08-04,238,512.57,10.0,109792.49,Europe,Distributor,Low
ORD02532,CUST006,PROD086,FACT10,2023-04-02,2023-04-13,296,965.86,11.9,251873.11,Europe,Direct,Medium
ORD02533,CUST121,PROD078,FACT12,2022-11-07,2022-11-19,366,162.28,3.6,57256.28,Asia Pacific,Direct,Medium
ORD02534,CUST350,PROD033,FACT06,2023-02-11,2023-02-24,487,287.98,4.5,133935.18,Middle East,Government Tender,Medium
ORD02535,CUST421,PROD042,FACT11,2024-04-24,2024-05-04,369,431.86,15.2,135134.18,North America,Distributor,High
ORD02536,CUST313,PROD008,FACT08,2023-08-04,2023-08-07,299,576.76,21.5,135374.22,Asia Pacific,Distributor,Low
ORD02537,CUST309,PROD113,FACT05,2024-12-17,2024-12-31,225,341.22,4.0,73703.52,North America,Direct,Low
ORD02538,CUST302,PROD024,FACT08,2023-12-20,2023-12-22,328,720.47,14.3,202521.24,Europe,Distributor,Medium
ORD02539,CUST334,PROD013,FACT05,2023-08-20,2023-09-02,397,458.58,18.1,149104.08,Asia Pacific,Online B2B,High
ORD02540,CUST132,PROD083,FACT10,2022-07-06,2022-07-09,90,389.39,16.9,29122.48,Asia Pacific,Direct,Medium
ORD02541,CUST290,PROD103,FACT06,2024-06-14,2024-06-18,440,196.24,24.3,65363.62,Asia Pacific,Distributor,Medium
ORD02542,CUST450,PROD032,FACT08,2023-04-09,2023-04-19,17,210.47,4.0,3434.87,Europe,Direct,High
ORD02543,CUST447,PROD010,FACT02,2022-11-26,2022-12-07,88,631.77,1.4,54817.42,Middle East,Distributor,Low
ORD02544,CUST189,PROD099,FACT07,2022-12-15,2022-12-29,24,445.85,8.1,9833.67,Europe,Online B2B,Low
ORD02545,CUST209,PROD106,FACT03,2023-05-15,2023-05-23,332,677.4,12.8,196110.01,Middle East,Direct,Low
ORD02546,CUST042,PROD091,FACT09,2023-05-05,2023-05-11,223,467.93,16.2,87443.95,South Asia,Direct,Low
ORD02547,CUST078,PROD038,FACT10,2024-10-01,2024-10-07,58,63.96,12.8,3234.84,Europe,Distributor,Medium
ORD02548,CUST320,PROD083,FACT07,2022-10-07,2022-10-14,464,390.66,13.2,157339.1,North America,Distributor,Medium
ORD02549,CUST499,PROD083,FACT03,2024-05-04,2024-05-07,490,390.38,4.9,181913.18,Asia Pacific,Direct,Low
ORD02550,CUST145,PROD050,FACT08,2024-10-01,2024-10-03,189,506.65,11.6,84649.06,Middle East,Distributor,Medium
ORD02551,CUST445,PROD036,FACT10,2023-02-02,2023-02-14,464,938.94,24.2,330236.47,Europe,Direct,Medium
ORD02552,CUST374,PROD007,FACT02,2024-12-27,2024-12-29,222,186.93,24.1,31497.33,Asia Pacific,Direct,Low
ORD02553,CUST286,PROD073,FACT10,2023-03-04,2023-03-08,412,526.44,7.9,199758.71,Asia Pacific,Direct,High
ORD02554,CUST171,PROD041,FACT12,2023-01-10,2023-01-12,451,1034.7,24.7,351387.22,Asia Pacific,Direct,Low
ORD02555,CUST093,PROD019,FACT08,2024-10-12,2024-10-22,353,210.63,9.8,67065.86,Asia Pacific,Distributor,High
ORD02556,CUST263,PROD024,FACT07,2023-09-24,2023-10-05,51,733.18,1.9,36681.73,North America,Distributor,Medium
ORD02557,CUST457,PROD089,FACT12,2024-09-15,2024-09-29,88,340.26,23.3,22966.19,Europe,Direct,High
ORD02558,CUST430,PROD117,FACT05,2023-11-28,2023-12-12,222,319.91,7.0,66048.62,Middle East,Direct,Low
ORD02559,CUST023,PROD035,FACT04,2024-07-16,2024-07-30,488,779.41,12.3,333568.77,North America,Distributor,Low
ORD02560,CUST292,PROD016,FACT11,2022-03-19,2022-03-25,496,332.28,21.9,128717.3,Asia Pacific,Distributor,Medium
ORD02561,CUST142,PROD022,FACT10,2023-05-03,2023-05-13,348,106.19,9.4,33480.43,Asia Pacific,Direct,Low
ORD02562,CUST148,PROD024,FACT12,2024-11-27,2024-12-03,367,737.47,23.2,207860.34,South Asia,Direct,Medium
ORD02563,CUST440,PROD033,FACT10,2023-07-21,2023-07-23,167,271.36,22.4,35166.09,Europe,Online B2B,High
ORD02564,CUST116,PROD061,FACT01,2024-08-08,2024-08-20,194,478.03,4.8,88286.4,Asia Pacific,Direct,Medium
ORD02565,CUST081,PROD036,FACT04,2023-07-12,2023-07-25,461,1013.11,13.8,402591.68,Asia Pacific,Distributor,Medium
ORD02566,CUST416,PROD007,FACT06,2022-06-20,2022-06-28,101,201.21,21.0,16054.55,Asia Pacific,Distributor,Medium
ORD02567,CUST025,PROD020,FACT06,2023-10-04,2023-10-12,202,337.27,18.6,55456.63,Asia Pacific,Online B2B,Low
ORD02568,CUST115,PROD074,FACT02,2022-10-19,2022-10-24,424,488.46,1.0,205035.97,Asia Pacific,Online B2B,High
ORD02569,CUST094,PROD051,FACT09,2023-08-04,2023-08-08,13,484.71,2.7,6131.1,Asia Pacific,Distributor,High
ORD02570,CUST305,PROD009,FACT01,2023-02-26,2023-02-28,147,286.75,12.3,36967.52,Europe,Distributor,High
ORD02571,CUST185,PROD032,FACT04,2022-04-15,2022-04-23,262,209.36,18.8,44540.08,Asia Pacific,Distributor,Medium
ORD02572,CUST283,PROD066,FACT04,2023-07-20,2023-07-26,146,1098.64,1.3,158316.22,Middle East,Distributor,Medium
ORD02573,CUST155,PROD052,FACT02,2024-05-29,2024-06-09,488,229.41,13.1,97286.36,South Asia,Direct,High
ORD02574,CUST174,PROD011,FACT08,2024-05-24,2024-05-26,9,1090.21,8.2,9007.32,Middle East,Online B2B,Medium
ORD02575,CUST351,PROD068,FACT11,2022-09-05,2022-09-07,81,95.98,2.0,7618.89,Europe,Government Tender,Low
ORD02576,CUST173,PROD082,FACT02,2024-07-15,2024-07-19,68,449.43,3.7,29430.47,Europe,Direct,High
ORD02577,CUST154,PROD082,FACT02,2022-11-05,2022-11-09,310,408.75,13.6,109479.6,Asia Pacific,Online B2B,Low
ORD02578,CUST014,PROD048,FACT02,2022-11-11,2022-11-14,126,504.6,10.5,56903.74,Asia Pacific,Distributor,Medium
ORD02579,CUST378,PROD068,FACT01,2023-09-01,2023-09-10,50,87.59,14.6,3740.09,Asia Pacific,Distributor,Medium
ORD02580,CUST304,PROD008,FACT05,2024-08-02,2024-08-16,70,581.76,13.2,35347.74,Middle East,Distributor,Low
ORD02581,CUST128,PROD058,FACT11,2023-06-23,2023-07-06,139,571.65,13.8,68493.96,North America,Direct,Medium
ORD02582,CUST341,PROD075,FACT04,2022-03-13,2022-03-22,439,669.72,8.8,268134.46,Asia Pacific,Government Tender,Low
ORD02583,CUST092,PROD120,FACT02,2023-01-13,2023-01-20,374,664.89,15.5,210125.19,Middle East,Online B2B,High
ORD02584,CUST271,PROD103,FACT01,2022-05-14,2022-05-20,170,201.35,11.3,30361.57,Europe,Distributor,Medium
ORD02585,CUST222,PROD005,FACT01,2023-01-28,2023-02-11,90,347.53,15.6,26398.38,North America,Online B2B,Medium
ORD02586,CUST473,PROD001,FACT02,2024-12-23,2024-12-30,139,326.12,3.7,43653.44,Asia Pacific,Online B2B,Medium
ORD02587,CUST307,PROD081,FACT01,2024-09-22,2024-09-24,72,259.26,19.1,15101.38,Asia Pacific,Direct,Medium
ORD02588,CUST310,PROD034,FACT09,2023-02-19,2023-02-22,245,513.27,11.2,111667.02,North America,Direct,Low
ORD02589,CUST395,PROD076,FACT02,2023-02-07,2023-02-15,67,907.97,8.0,55967.27,Asia Pacific,Online B2B,Medium
ORD02590,CUST108,PROD080,FACT03,2022-03-06,2022-03-08,130,330.77,10.7,38399.09,Europe,Online B2B,Medium
ORD02591,CUST331,PROD021,FACT09,2024-05-15,2024-05-24,210,201.1,6.3,39570.45,Middle East,Government Tender,Low
ORD02592,CUST028,PROD080,FACT05,2023-02-05,2023-02-09,194,325.42,11.9,55618.83,Europe,Direct,Medium
ORD02593,CUST439,PROD080,FACT08,2022-10-17,2022-10-22,26,346.05,18.8,7305.81,Europe,Distributor,Medium
ORD02594,CUST197,PROD054,FACT07,2024-01-29,2024-02-06,332,546.64,12.9,158072.98,Middle East,Online B2B,Low
ORD02595,CUST476,PROD034,FACT06,2024-04-23,2024-05-04,293,546.39,13.4,138639.91,Europe,Distributor,Low
ORD02596,CUST200,PROD071,FACT02,2023-10-23,2023-10-31,218,1138.07,12.6,216838.75,Asia Pacific,Online B2B,Low
ORD02597,CUST154,PROD082,FACT04,2022-12-23,2022-12-26,36,442.35,14.5,13615.53,Asia Pacific,Direct,Medium
ORD02598,CUST384,PROD090,FACT09,2024-05-27,2024-06-02,16,427.92,8.5,6264.75,North America,Direct,Medium
ORD02599,CUST070,PROD062,FACT07,2024-09-24,2024-10-03,78,210.38,20.1,13111.3,Asia Pacific,Direct,High
ORD02600,CUST160,PROD088,FACT03,2024-01-22,2024-02-01,322,455.72,23.0,112991.22,Asia Pacific,Distributor,Low
ORD02601,CUST432,PROD087,FACT06,2024-01-19,2024-02-02,21,518.64,10.8,9715.16,Asia Pacific,Direct,Low
ORD02602,CUST352,PROD095,FACT08,2022-12-31,2023-01-06,135,239.68,23.7,24688.24,Asia Pacific,Online B2B,Medium
ORD02603,CUST396,PROD088,FACT08,2022-09-24,2022-09-27,245,446.78,14.1,94027.08,South Asia,Direct,High
ORD02604,CUST454,PROD103,FACT08,2023-02-10,2023-02-15,395,202.53,0.9,79279.36,Europe,Distributor,High
ORD02605,CUST461,PROD042,FACT08,2022-05-19,2022-05-31,184,433.13,3.6,76826.87,Asia Pacific,Government Tender,Medium
ORD02606,CUST103,PROD036,FACT10,2023-10-28,2023-11-03,172,946.52,8.8,148474.91,Asia Pacific,Distributor,Medium
ORD02607,CUST488,PROD008,FACT06,2022-07-04,2022-07-11,54,587.77,10.7,28343.44,North America,Direct,Medium
ORD02608,CUST236,PROD015,FACT11,2024-02-22,2024-03-06,93,83.15,0.0,7732.95,Asia Pacific,Direct,Medium
ORD02609,CUST189,PROD088,FACT10,2024-05-20,2024-05-27,441,461.74,9.6,184079.12,Europe,Distributor,Low
ORD02610,CUST418,PROD088,FACT11,2023-12-04,2023-12-18,314,441.6,6.8,129233.36,South Asia,Direct,Medium
ORD02611,CUST343,PROD022,FACT03,2024-06-25,2024-07-08,293,100.44,12.7,25691.45,Asia Pacific,Government Tender,Medium
ORD02612,CUST361,PROD114,FACT09,2022-07-20,2022-07-22,376,415.3,13.9,134447.56,Asia Pacific,Distributor,Medium
ORD02613,CUST109,PROD041,FACT03,2023-09-10,2023-09-17,176,1007.53,14.2,152145.09,Middle East,Online B2B,High
ORD02614,CUST337,PROD050,FACT12,2022-08-08,2022-08-20,190,512.2,1.2,96150.18,Asia Pacific,Distributor,Medium
ORD02615,CUST301,PROD084,FACT12,2024-05-06,2024-05-17,246,526.3,18.1,106035.77,South Asia,Government Tender,Low
ORD02616,CUST368,PROD093,FACT04,2024-10-08,2024-10-10,295,526.24,5.5,146702.56,North America,Distributor,Low
ORD02617,CUST255,PROD113,FACT10,2024-11-18,2024-12-02,476,339.81,5.1,153500.33,South Asia,Distributor,High
ORD02618,CUST316,PROD068,FACT01,2022-03-05,2022-03-11,192,89.45,16.9,14271.93,Middle East,Online B2B,Low
ORD02619,CUST193,PROD057,FACT02,2024-07-25,2024-08-06,104,377.83,12.7,34303.94,Europe,Online B2B,Medium
ORD02620,CUST071,PROD020,FACT06,2023-06-24,2023-07-02,68,359.88,11.6,21633.11,Europe,Direct,Low
ORD02621,CUST269,PROD027,FACT12,2023-05-25,2023-06-03,324,278.04,7.9,82968.25,Europe,Direct,Medium
ORD02622,CUST334,PROD090,FACT01,2022-09-08,2022-09-20,155,425.0,12.9,57377.12,Asia Pacific,Direct,High
ORD02623,CUST209,PROD099,FACT12,2022-02-08,2022-02-20,454,454.58,13.2,179137.25,Middle East,Direct,Medium
ORD02624,CUST478,PROD001,FACT09,2022-03-10,2022-03-24,226,323.81,13.9,63008.89,Europe,Online B2B,Low
ORD02625,CUST176,PROD046,FACT08,2022-10-04,2022-10-10,233,1342.57,6.9,291234.31,Asia Pacific,Direct,High
ORD02626,CUST239,PROD117,FACT02,2022-06-26,2022-06-29,104,321.02,17.4,27576.9,Middle East,Direct,High
ORD02627,CUST381,PROD020,FACT02,2024-08-28,2024-09-01,466,360.46,13.1,145969.72,Europe,Direct,Low
ORD02628,CUST433,PROD001,FACT08,2023-08-29,2023-09-11,316,339.88,13.4,93010.2,Asia Pacific,Government Tender,Medium
ORD02629,CUST098,PROD043,FACT12,2022-03-22,2022-03-30,428,159.91,18.8,55574.48,Asia Pacific,Online B2B,Low
ORD02630,CUST347,PROD085,FACT11,2022-12-07,2022-12-18,240,496.57,14.2,102253.69,Asia Pacific,Distributor,High
ORD02631,CUST442,PROD034,FACT08,2023-02-25,2023-03-02,414,502.68,22.3,161701.1,Asia Pacific,Online B2B,Low
ORD02632,CUST089,PROD117,FACT01,2022-08-16,2022-08-18,481,308.05,21.9,115722.37,North America,Online B2B,Medium
ORD02633,CUST252,PROD082,FACT05,2023-04-18,2023-04-22,442,420.84,22.0,145088.8,Asia Pacific,Distributor,Low
ORD02634,CUST492,PROD042,FACT11,2022-03-29,2022-04-09,212,433.27,0.2,91669.53,Asia Pacific,Direct,High
ORD02635,CUST099,PROD010,FACT02,2022-07-09,2022-07-12,126,587.03,11.3,65607.65,Asia Pacific,Online B2B,Low
ORD02636,CUST329,PROD037,FACT01,2024-05-16,2024-05-26,123,205.43,12.8,22033.6,Middle East,Distributor,Medium
ORD02637,CUST326,PROD084,FACT03,2024-09-07,2024-09-09,36,512.48,9.1,16770.4,North America,Online B2B,Medium
ORD02638,CUST445,PROD101,FACT03,2024-09-07,2024-09-17,238,327.95,21.3,61427.0,Europe,Distributor,High
ORD02639,CUST154,PROD029,FACT10,2022-05-16,2022-05-27,242,352.86,11.6,75486.63,Asia Pacific,Government Tender,Medium
ORD02640,CUST486,PROD046,FACT09,2022-02-09,2022-02-15,133,1406.8,17.6,154174.03,Asia Pacific,Distributor,Medium
ORD02641,CUST295,PROD009,FACT10,2022-09-13,2022-09-26,380,286.49,22.2,84697.9,Middle East,Distributor,Medium
ORD02642,CUST442,PROD035,FACT01,2024-08-04,2024-08-11,227,733.27,21.9,129999.24,Asia Pacific,Online B2B,Medium
ORD02643,CUST283,PROD084,FACT11,2023-06-23,2023-06-30,403,523.33,13.7,182008.42,Middle East,Distributor,Medium
ORD02644,CUST296,PROD093,FACT02,2024-05-07,2024-05-20,396,507.02,23.8,152994.3,North America,Direct,High
ORD02645,CUST379,PROD113,FACT09,2022-05-12,2022-05-19,90,358.77,7.9,29738.45,Europe,Distributor,Low
ORD02646,CUST031,PROD018,FACT05,2024-05-17,2024-05-27,255,454.52,10.5,103732.83,North America,Distributor,Low
ORD02647,CUST131,PROD002,FACT09,2024-01-11,2024-01-25,444,453.69,10.3,180690.21,Europe,Direct,High
ORD02648,CUST216,PROD048,FACT06,2023-06-23,2023-07-07,83,496.49,14.1,35398.25,Asia Pacific,Distributor,Medium
ORD02649,CUST015,PROD034,FACT10,2022-10-09,2022-10-19,500,534.97,5.1,253843.26,Asia Pacific,Online B2B,High
ORD02650,CUST438,PROD091,FACT10,2023-05-07,2023-05-19,139,480.16,5.7,62937.93,North America,Distributor,Low
ORD02651,CUST326,PROD052,FACT03,2022-10-07,2022-10-18,309,226.54,7.0,65100.8,North America,Distributor,High
ORD02652,CUST267,PROD036,FACT08,2024-06-27,2024-07-05,20,934.08,4.0,17934.34,Asia Pacific,Direct,Low
ORD02653,CUST286,PROD097,FACT09,2023-10-28,2023-11-01,329,386.45,8.9,115826.41,Asia Pacific,Government Tender,Medium
ORD02654,CUST291,PROD019,FACT02,2023-07-09,2023-07-17,84,226.83,21.8,14900.01,North America,Online B2B,High
ORD02655,CUST368,PROD113,FACT09,2023-04-16,2023-04-22,27,355.93,3.9,9235.32,North America,Distributor,Low
ORD02656,CUST486,PROD061,FACT04,2023-02-16,2023-02-26,58,479.18,21.1,21928.24,Asia Pacific,Distributor,Medium
ORD02657,CUST043,PROD061,FACT08,2023-05-28,2023-06-06,379,514.69,20.1,155858.94,Asia Pacific,Direct,Medium
ORD02658,CUST445,PROD056,FACT05,2024-05-27,2024-06-07,389,266.96,17.9,85258.75,Europe,Direct,Medium
ORD02659,CUST168,PROD057,FACT06,2023-11-21,2023-12-04,330,356.23,14.9,100040.07,South Asia,Direct,Medium
ORD02660,CUST349,PROD009,FACT04,2024-08-06,2024-08-13,393,294.77,13.1,100668.97,Middle East,Direct,Low
ORD02661,CUST471,PROD061,FACT05,2022-03-01,2022-03-07,217,489.96,16.0,89309.91,North America,Distributor,Medium
ORD02662,CUST426,PROD106,FACT12,2023-02-23,2023-03-06,333,724.23,15.6,203546.29,North America,Distributor,High
ORD02663,CUST255,PROD013,FACT01,2024-08-14,2024-08-17,381,472.84,9.6,162857.44,South Asia,Distributor,Medium
ORD02664,CUST170,PROD073,FACT12,2024-04-04,2024-04-16,125,541.31,13.8,58326.15,Asia Pacific,Distributor,Medium
ORD02665,CUST375,PROD033,FACT03,2024-06-26,2024-07-09,288,284.06,17.6,67410.85,North America,Direct,High
ORD02666,CUST259,PROD094,FACT04,2024-01-03,2024-01-07,200,215.95,10.8,38525.48,Asia Pacific,Online B2B,High
ORD02667,CUST346,PROD066,FACT01,2023-01-26,2023-02-07,438,1064.81,6.9,434206.09,North America,Direct,High
ORD02668,CUST078,PROD051,FACT03,2024-01-06,2024-01-18,429,515.3,13.3,191662.23,Europe,Distributor,Medium
ORD02669,CUST339,PROD091,FACT04,2023-10-23,2023-10-27,283,459.65,1.9,127609.41,North America,Distributor,Medium
ORD02670,CUST085,PROD081,FACT09,2022-01-27,2022-02-10,214,276.29,2.0,57943.54,Europe,Direct,Medium
ORD02671,CUST380,PROD077,FACT03,2023-09-15,2023-09-20,156,276.34,0.3,42979.71,Europe,Distributor,High
ORD02672,CUST149,PROD062,FACT11,2024-06-02,2024-06-06,18,225.1,18.3,3310.32,North America,Online B2B,Medium
ORD02673,CUST201,PROD067,FACT03,2022-05-07,2022-05-15,343,276.38,12.0,83422.54,Middle East,Distributor,Low
ORD02674,CUST077,PROD012,FACT04,2022-10-08,2022-10-22,105,224.49,23.0,18150.02,South Asia,Distributor,Low
ORD02675,CUST361,PROD005,FACT09,2022-11-15,2022-11-22,159,337.54,24.7,40412.65,Asia Pacific,Direct,Medium
