po_id,supplier_id,factory_id,product_id,order_date,expected_delivery_date,actual_delivery_date,quantity_ordered,unit_cost,total_cost,status,delay_days
PO01485,SUPP001,FACT08,PROD054,2022-06-09,2022-07-27,2022-07-27,2109,415.06,875361.54,Delivered,0.0
PO01486,SUPP070,FACT01,PROD048,2024-04-24,2024-05-06,2024-05-06,122,375.95,45865.9,Delivered,0.0
PO01487,SUPP077,FACT07,PROD030,2022-01-18,2022-03-15,2022-03-15,2971,54.31,161355.01,Delivered,0.0
PO01488,SUPP056,FACT12,PROD039,2023-11-03,2023-12-01,2023-12-01,2503,355.82,890617.46,Delivered,0.0
PO01489,SUPP031,FACT06,PROD111,2022-08-20,2022-09-05,2022-09-05,3938,628.28,2474166.64,Delivered,0.0
PO01490,SUPP037,FACT11,PROD013,2023-02-28,2023-03-24,2023-04-30,227,353.14,80162.78,Delayed,37.0
PO01491,SUPP047,FACT05,PROD016,2024-06-22,2024-07-24,2024-07-24,2049,222.2,455287.8,Delivered,0.0
PO01492,SUPP078,FACT07,PROD044,2024-01-25,2024-02-05,2024-02-05,821,58.62,48127.02,Delivered,0.0
PO01493,SUPP047,FACT03,PROD071,2024-04-16,2024-05-18,2024-05-18,995,707.45,703912.75,Delivered,0.0
PO01494,SUPP069,FACT01,PROD112,2024-06-12,2024-07-16,2024-07-16,4545,71.11,323194.95,Delivered,0.0
PO01495,SUPP058,FACT09,PROD119,2022-08-27,2022-10-10,2022-12-07,319,141.93,45275.67,Delayed,58.0
PO01496,SUPP036,FACT02,PROD119,2022-05-29,2022-07-28,2022-07-28,1905,136.67,260356.35,Delivered,0.0
PO01497,SUPP032,FACT10,PROD027,2023-09-15,2023-10-06,2023-10-06,1705,184.3,314231.5,Delivered,0.0
PO01498,SUPP064,FACT03,PROD045,2022-01-17,2022-02-02,2022-02-02,3802,379.2,1441718.4,Delivered,0.0
PO01499,SUPP071,FACT08,PROD119,2024-07-02,2024-07-20,2024-07-20,2583,122.6,316675.8,Delivered,0.0
PO01500,SUPP042,FACT12,PROD035,2022-08-14,2022-09-05,2022-09-05,4204,520.3,2187341.2,Delivered,0.0
PO01501,SUPP048,FACT10,PROD079,2023-10-14,2023-10-26,2023-10-26,2739,167.26,458125.14,Delivered,0.0
PO01502,SUPP074,FACT09,PROD028,2022-09-17,2022-09-30,2022-11-02,4411,123.35,544096.85,Delivered,33.0
PO01503,SUPP030,FACT03,PROD099,2023-11-05,2023-11-12,2023-11-12,2172,340.96,740565.12,Delivered,0.0
PO01504,SUPP021,FACT06,PROD007,2022-06-23,2022-07-02,2022-07-02,3211,139.83,448994.13,Delivered,0.0
PO01505,SUPP060,FACT07,PROD062,2022-07-24,2022-08-06,2022-08-06,554,152.21,84324.34,Delivered,0.0
PO01506,SUPP013,FACT01,PROD114,2023-02-19,2023-03-22,2023-03-22,2454,257.62,632199.48,Delivered,0.0
PO01507,SUPP001,FACT07,PROD110,2024-03-02,2024-04-19,2024-04-19,2251,88.7,199663.7,Delivered,0.0
PO01508,SUPP065,FACT04,PROD114,2024-12-24,2025-03-11,,3339,259.64,866937.96,Cancelled,
PO01509,SUPP033,FACT05,PROD051,2023-06-02,2023-06-15,2023-06-15,4631,395.72,1832579.32,Delivered,0.0
PO01510,SUPP038,FACT08,PROD046,2024-12-26,2025-01-08,,1203,931.18,1120209.54,Cancelled,
PO01511,SUPP025,FACT04,PROD020,2024-09-05,2024-09-23,2024-09-23,4211,247.2,1040959.2,Delivered,0.0
PO01512,SUPP026,FACT04,PROD096,2024-10-06,2024-11-09,,2477,289.43,716918.11,Pending,
PO01513,SUPP077,FACT08,PROD038,2023-08-13,2023-10-08,2023-10-08,1386,47.39,65682.54,Delivered,0.0
PO01514,SUPP059,FACT05,PROD061,2022-03-08,2022-03-26,2022-03-26,456,400.75,182742.0,Delivered,0.0
PO01515,SUPP033,FACT06,PROD104,2023-11-15,2023-11-28,2024-01-17,3528,85.79,302667.12,Delayed,50.0
PO01516,SUPP041,FACT12,PROD032,2022-03-04,2022-05-01,2022-06-30,4094,155.85,638049.9,Delayed,60.0
PO01517,SUPP030,FACT11,PROD026,2024-03-24,2024-03-31,2024-03-31,326,265.51,86556.26,Delivered,0.0
PO01518,SUPP057,FACT05,PROD058,2023-02-07,2023-03-21,2023-03-21,3530,357.36,1261480.8,Delivered,0.0
PO01519,SUPP049,FACT01,PROD039,2022-07-11,2022-08-03,2022-08-03,2411,389.16,938264.76,Delivered,0.0
PO01520,SUPP048,FACT07,PROD020,2022-03-12,2022-03-24,2022-05-08,2646,257.7,681874.2,Delayed,45.0
PO01521,SUPP072,FACT06,PROD082,2024-05-27,2024-06-25,2024-06-25,2018,351.02,708358.36,Delivered,0.0
PO01522,SUPP049,FACT02,PROD050,2024-01-11,2024-02-03,2024-02-03,510,354.7,180897.0,Delivered,0.0
PO01523,SUPP047,FACT11,PROD079,2024-08-03,2024-09-04,,2496,178.48,445486.08,Pending,
PO01524,SUPP056,FACT07,PROD052,2024-12-22,2025-01-19,,3789,170.39,645607.71,Pending,
PO01525,SUPP065,FACT06,PROD086,2022-09-02,2022-11-18,2022-11-18,1632,638.86,1042619.52,Delivered,0.0
PO01526,SUPP012,FACT05,PROD115,2023-06-03,2023-07-10,2023-07-10,3567,390.98,1394625.66,Delivered,0.0
PO01527,SUPP069,FACT08,PROD022,2023-01-28,2023-03-03,,4852,72.88,353613.76,Cancelled,
PO01528,SUPP006,FACT05,PROD053,2024-02-11,2024-02-29,2024-02-29,4248,349.04,1482721.92,Delivered,0.0
PO01529,SUPP065,FACT11,PROD085,2024-06-29,2024-09-14,,2425,367.9,892157.5,Pending,
PO01530,SUPP025,FACT02,PROD066,2022-07-03,2022-07-21,2022-07-21,2789,849.94,2370482.66,Delivered,0.0
PO01531,SUPP001,FACT06,PROD104,2022-09-04,2022-10-22,2022-10-22,1021,82.59,84324.39,Delivered,0.0
PO01532,SUPP032,FACT12,PROD117,2022-11-20,2022-12-11,2022-12-30,1375,232.75,320031.25,Delivered,19.0
PO01533,SUPP003,FACT01,PROD043,2022-06-09,2022-07-11,2022-07-11,202,105.83,21377.66,Delivered,0.0
PO01534,SUPP049,FACT05,PROD082,2023-12-07,2023-12-30,,3658,358.51,1311429.58,Pending,
PO01535,SUPP019,FACT06,PROD023,2023-09-14,2023-10-26,2023-10-26,4010,198.73,796907.3,Delivered,0.0
PO01536,SUPP060,FACT07,PROD077,2024-07-13,2024-07-26,2024-08-31,3156,227.92,719315.52,Delivered,36.0
PO01537,SUPP029,FACT02,PROD064,2022-03-07,2022-05-05,2022-05-05,3136,520.92,1633605.12,Delivered,0.0
PO01538,SUPP050,FACT01,PROD105,2024-07-18,2024-08-30,2024-08-30,779,148.15,115408.85,Delivered,0.0
PO01539,SUPP002,FACT06,PROD009,2022-09-11,2022-10-20,2022-10-20,4017,205.33,824810.61,Delivered,0.0
PO01540,SUPP073,FACT03,PROD113,2022-10-10,2022-10-17,2022-10-17,4219,280.85,1184906.15,Delivered,0.0
PO01541,SUPP056,FACT05,PROD007,2024-12-19,2025-01-16,2025-01-16,4052,139.61,565699.72,Delivered,0.0
PO01542,SUPP017,FACT12,PROD041,2022-04-28,2022-05-21,,2382,764.83,1821825.06,Pending,
PO01543,SUPP060,FACT11,PROD054,2023-02-27,2023-03-12,2023-03-23,1623,384.51,624059.73,Delayed,11.0
PO01544,SUPP036,FACT02,PROD065,2023-07-10,2023-09-08,2023-09-08,3318,575.8,1910504.4,Delivered,0.0
PO01545,SUPP061,FACT01,PROD002,2022-02-05,2022-03-11,2022-03-11,4425,325.44,1440072.0,Delivered,0.0
PO01546,SUPP017,FACT01,PROD004,2023-06-15,2023-07-08,2023-07-08,4932,327.72,1616315.04,Delivered,0.0
PO01547,SUPP049,FACT11,PROD078,2022-04-01,2022-04-24,2022-04-24,735,105.93,77858.55,Delivered,0.0
PO01548,SUPP076,FACT04,PROD032,2022-04-08,2022-05-04,,3938,150.53,592787.14,Pending,
PO01549,SUPP060,FACT10,PROD100,2023-06-15,2023-06-28,2023-06-28,1629,445.86,726305.94,Delivered,0.0
PO01550,SUPP020,FACT02,PROD002,2023-06-22,2023-07-30,2023-09-14,1018,321.84,327633.12,Delivered,46.0
PO01551,SUPP050,FACT01,PROD104,2024-11-17,2024-12-30,2024-12-30,3787,81.92,310231.04,Delivered,0.0
PO01552,SUPP003,FACT06,PROD114,2022-03-21,2022-04-22,2022-04-22,2083,270.52,563493.16,Delivered,0.0
PO01553,SUPP043,FACT04,PROD115,2023-07-17,2023-08-31,2023-08-31,817,344.78,281685.26,Delivered,0.0
PO01554,SUPP057,FACT10,PROD064,2023-09-06,2023-10-18,2023-10-18,695,512.52,356201.4,Delivered,0.0
PO01555,SUPP050,FACT12,PROD014,2022-06-25,2022-08-07,2022-08-07,4171,260.95,1088422.45,Delivered,0.0
PO01556,SUPP068,FACT07,PROD020,2023-06-06,2023-07-05,2023-08-12,1129,246.02,277756.58,Delayed,38.0
PO01557,SUPP050,FACT11,PROD089,2023-02-27,2023-04-11,2023-04-28,686,231.94,159110.84,Delayed,17.0
PO01558,SUPP037,FACT06,PROD106,2023-07-30,2023-08-23,2023-08-31,4375,424.04,1855175.0,Delayed,8.0
PO01559,SUPP046,FACT05,PROD049,2023-06-15,2023-06-25,2023-07-14,2150,417.68,898012.0,Delayed,19.0
PO01560,SUPP042,FACT10,PROD008,2022-11-28,2022-12-20,2022-12-20,150,374.86,56229.0,Delivered,0.0
PO01561,SUPP015,FACT12,PROD092,2023-10-15,2023-12-03,2023-12-22,3967,254.08,1007935.36,Delayed,19.0
PO01562,SUPP033,FACT12,PROD063,2024-01-10,2024-01-23,2024-01-23,4949,265.21,1312524.29,Delivered,0.0
PO01563,SUPP080,FACT12,PROD046,2023-05-26,2023-08-18,2023-08-18,918,958.64,880031.52,Delivered,0.0
PO01564,SUPP011,FACT12,PROD021,2022-02-11,2022-04-01,,4147,130.09,539483.23,Pending,
PO01565,SUPP020,FACT02,PROD087,2024-06-03,2024-07-11,2024-07-11,71,327.97,23285.87,Delivered,0.0
PO01566,SUPP024,FACT05,PROD032,2022-03-22,2022-04-10,,2675,159.14,425699.5,Cancelled,
PO01567,SUPP064,FACT09,PROD008,2023-02-06,2023-02-22,2023-02-22,1953,365.02,712884.06,Delivered,0.0
PO01568,SUPP080,FACT09,PROD095,2022-04-17,2022-07-10,,2626,161.54,424204.04,Pending,
PO01569,SUPP065,FACT02,PROD101,2023-05-21,2023-08-06,2023-08-06,4159,284.61,1183692.99,Delivered,0.0
PO01570,SUPP073,FACT07,PROD016,2023-12-21,2023-12-28,2023-12-28,4664,222.56,1038019.84,Delivered,0.0
PO01571,SUPP076,FACT10,PROD040,2022-09-14,2022-10-10,2022-10-10,3343,397.26,1328040.18,Delivered,0.0
PO01572,SUPP017,FACT04,PROD106,2024-08-11,2024-09-03,2024-10-07,1985,451.92,897061.2,Delayed,34.0
PO01573,SUPP061,FACT03,PROD027,2024-07-21,2024-08-24,2024-10-10,665,205.85,136890.25,Delivered,47.0
PO01574,SUPP015,FACT11,PROD104,2024-12-07,2025-01-25,2025-01-25,2500,88.91,222275.0,Delivered,0.0
PO01575,SUPP051,FACT01,PROD105,2024-06-15,2024-09-03,2024-09-03,3634,155.71,565850.14,Delivered,0.0
PO01576,SUPP027,FACT03,PROD018,2022-01-19,2022-02-03,2022-02-03,336,337.3,113332.8,Delivered,0.0
PO01577,SUPP074,FACT11,PROD035,2024-12-05,2024-12-18,2024-12-18,3368,504.05,1697640.4,Delivered,0.0
PO01578,SUPP061,FACT09,PROD113,2023-03-27,2023-04-30,2023-04-30,1973,252.9,498971.7,Delivered,0.0
PO01579,SUPP058,FACT09,PROD052,2024-06-16,2024-07-30,,4971,179.76,893586.96,Pending,
PO01580,SUPP031,FACT07,PROD015,2024-12-15,2024-12-31,2025-02-13,2823,51.8,146231.4,Delivered,44.0
PO01581,SUPP012,FACT03,PROD063,2024-01-11,2024-02-17,2024-02-17,2140,233.35,499369.0,Delivered,0.0
PO01582,SUPP046,FACT03,PROD053,2022-03-23,2022-04-02,2022-04-02,2851,353.62,1008170.62,Delivered,0.0
PO01583,SUPP031,FACT04,PROD091,2024-01-07,2024-01-23,2024-01-23,1042,330.7,344589.4,Delivered,0.0
PO01584,SUPP032,FACT07,PROD081,2022-03-20,2022-04-10,2022-05-12,1634,168.07,274626.38,Delivered,32.0
PO01585,SUPP032,FACT07,PROD104,2022-10-10,2022-10-31,2022-12-10,1953,93.68,182957.04,Delayed,40.0
PO01586,SUPP053,FACT12,PROD066,2024-09-23,2024-11-11,2024-11-11,925,850.1,786342.5,Delivered,0.0
PO01587,SUPP061,FACT12,PROD113,2022-06-09,2022-07-13,2022-08-09,4879,282.46,1378122.34,Delivered,27.0
PO01588,SUPP046,FACT02,PROD114,2024-06-06,2024-06-16,2024-06-16,1935,261.26,505538.1,Delivered,0.0
PO01589,SUPP074,FACT12,PROD031,2023-04-13,2023-04-26,2023-04-26,193,789.92,152454.56,Delivered,0.0
PO01590,SUPP080,FACT05,PROD061,2024-05-02,2024-07-25,2024-07-25,2306,359.23,828384.38,Delivered,0.0
PO01591,SUPP007,FACT07,PROD064,2023-04-07,2023-05-09,2023-05-09,1172,470.58,551519.76,Delivered,0.0
PO01592,SUPP004,FACT07,PROD101,2024-05-03,2024-06-28,,749,255.22,191159.78,Pending,
PO01593,SUPP052,FACT06,PROD105,2022-04-27,2022-05-11,2022-05-11,4259,148.87,634037.33,Delivered,0.0
PO01594,SUPP031,FACT10,PROD105,2022-12-30,2023-01-15,2023-01-15,320,140.29,44892.8,Delivered,0.0
PO01595,SUPP075,FACT10,PROD098,2023-04-11,2023-06-15,2023-07-14,112,224.08,25096.96,Delivered,29.0
PO01596,SUPP036,FACT12,PROD034,2022-07-03,2022-09-01,2022-09-01,1057,417.12,440895.84,Delivered,0.0
PO01597,SUPP054,FACT08,PROD115,2023-10-22,2023-11-23,,2893,393.68,1138916.24,Cancelled,
PO01598,SUPP054,FACT03,PROD055,2022-03-16,2022-04-17,2022-04-17,2322,456.86,1060828.92,Delivered,0.0
PO01599,SUPP017,FACT01,PROD059,2024-04-05,2024-04-28,,2032,191.09,388294.88,Cancelled,
PO01600,SUPP075,FACT03,PROD003,2023-05-18,2023-07-22,2023-07-22,2478,375.87,931405.86,Delivered,0.0
PO01601,SUPP030,FACT11,PROD017,2024-03-05,2024-03-12,2024-03-12,3774,214.45,809334.3,Delivered,0.0
PO01602,SUPP022,FACT02,PROD078,2023-08-10,2023-09-07,2023-09-07,4463,115.93,517395.59,Delivered,0.0
PO01603,SUPP043,FACT02,PROD078,2023-10-18,2023-12-02,2023-12-02,2805,106.09,297582.45,Delivered,0.0
PO01604,SUPP027,FACT02,PROD046,2023-12-01,2023-12-16,2024-01-16,3784,891.84,3374722.56,Delivered,31.0
PO01605,SUPP037,FACT05,PROD038,2023-09-27,2023-10-21,2023-10-21,1342,45.48,61034.16,Delivered,0.0
PO01606,SUPP046,FACT01,PROD035,2024-04-23,2024-05-03,2024-05-03,4559,514.46,2345423.14,Delivered,0.0
PO01607,SUPP035,FACT10,PROD001,2024-04-14,2024-05-08,2024-05-08,4370,251.22,1097831.4,Delivered,0.0
PO01608,SUPP004,FACT04,PROD112,2024-02-03,2024-03-30,2024-03-30,1227,65.54,80417.58,Delivered,0.0
PO01609,SUPP080,FACT10,PROD029,2022-12-24,2023-03-18,2023-04-10,4766,259.35,1236062.1,Delivered,23.0
PO01610,SUPP080,FACT05,PROD004,2023-11-23,2024-02-15,2024-03-25,2670,345.84,923392.8,Delayed,39.0
PO01611,SUPP026,FACT02,PROD061,2023-09-14,2023-10-18,2023-10-18,2586,390.59,1010065.74,Delivered,0.0
PO01612,SUPP019,FACT05,PROD097,2023-04-27,2023-06-08,,2018,272.46,549824.28,Pending,
PO01613,SUPP045,FACT10,PROD017,2024-09-06,2024-09-27,2024-09-27,1245,225.91,281257.95,Delivered,0.0
PO01614,SUPP026,FACT04,PROD028,2024-09-04,2024-10-08,2024-10-08,2881,124.78,359491.18,Delivered,0.0
PO01615,SUPP022,FACT08,PROD050,2022-10-17,2022-11-14,2022-11-14,557,351.57,195824.49,Delivered,0.0
PO01616,SUPP058,FACT01,PROD090,2024-01-22,2024-03-06,2024-03-06,454,271.12,123088.48,Delivered,0.0
PO01617,SUPP063,FACT12,PROD008,2022-01-23,2022-02-10,2022-02-10,1344,383.59,515544.96,Delivered,0.0
PO01618,SUPP028,FACT05,PROD034,2024-03-16,2024-04-12,2024-04-12,3675,424.08,1558494.0,Delivered,0.0
PO01619,SUPP065,FACT11,PROD059,2022-06-21,2022-09-06,2022-10-06,2869,198.07,568262.83,Delivered,30.0
PO01620,SUPP044,FACT12,PROD018,2024-04-14,2024-06-01,2024-06-01,4809,359.53,1728979.77,Delivered,0.0
PO01621,SUPP043,FACT10,PROD095,2022-11-14,2022-12-29,2023-02-25,3687,156.82,578195.34,Delayed,58.0
PO01622,SUPP037,FACT01,PROD059,2024-06-26,2024-07-20,2024-07-20,1923,196.59,378042.57,Delivered,0.0
PO01623,SUPP066,FACT10,PROD027,2024-03-08,2024-04-05,2024-04-05,1456,177.37,258250.72,Delivered,0.0
PO01624,SUPP017,FACT10,PROD016,2024-09-17,2024-10-10,2024-10-10,3633,251.47,913590.51,Delivered,0.0
PO01625,SUPP040,FACT04,PROD010,2024-05-04,2024-05-28,2024-06-26,1627,436.46,710120.42,Delayed,29.0
PO01626,SUPP038,FACT08,PROD104,2023-11-12,2023-11-25,2023-11-25,4426,92.93,411308.18,Delivered,0.0
PO01627,SUPP061,FACT01,PROD076,2024-07-04,2024-08-07,2024-08-07,3477,587.53,2042841.81,Delivered,0.0
PO01628,SUPP009,FACT11,PROD022,2024-10-26,2024-12-29,2025-02-06,686,72.87,49988.82,Delayed,39.0
PO01629,SUPP077,FACT02,PROD016,2024-04-22,2024-06-17,,857,248.03,212561.71,Pending,
PO01630,SUPP075,FACT01,PROD012,2023-04-28,2023-07-02,2023-07-02,2445,161.17,394060.65,Delivered,0.0
PO01631,SUPP061,FACT11,PROD075,2022-05-12,2022-06-15,2022-07-23,4574,430.7,1970021.8,Delivered,38.0
PO01632,SUPP080,FACT07,PROD084,2024-05-10,2024-08-02,,1465,344.5,504692.5,Pending,
PO01633,SUPP016,FACT02,PROD051,2022-10-21,2022-12-06,2023-02-02,2499,381.74,953968.26,Delayed,58.0
PO01634,SUPP002,FACT01,PROD001,2023-10-03,2023-11-11,2023-11-11,4810,233.71,1124145.1,Delivered,0.0
PO01635,SUPP072,FACT12,PROD027,2024-09-26,2024-10-25,2024-10-25,4895,198.33,970825.35,Delivered,0.0
PO01636,SUPP043,FACT06,PROD067,2023-01-27,2023-03-13,2023-03-13,3546,183.3,649981.8,Delivered,0.0
PO01637,SUPP042,FACT06,PROD012,2022-09-06,2022-09-28,2022-09-28,3638,165.1,600633.8,Delivered,0.0
PO01638,SUPP077,FACT10,PROD030,2023-12-04,2024-01-29,2024-01-29,4079,57.38,234053.02,Delivered,0.0
PO01639,SUPP057,FACT02,PROD009,2022-10-14,2022-11-25,2022-11-25,4782,180.71,864155.22,Delivered,0.0
PO01640,SUPP067,FACT01,PROD053,2022-10-04,2022-11-09,,564,348.16,196362.24,Cancelled,
PO01641,SUPP030,FACT10,PROD061,2023-01-22,2023-01-29,,3344,387.17,1294696.48,Pending,
PO01642,SUPP013,FACT03,PROD054,2023-03-26,2023-04-26,2023-04-26,2958,413.11,1221979.38,Delivered,0.0
PO01643,SUPP019,FACT10,PROD037,2022-10-18,2022-11-29,2022-12-31,2548,150.64,383830.72,Delivered,32.0
PO01644,SUPP007,FACT05,PROD065,2023-03-19,2023-04-20,2023-04-20,1416,609.31,862782.96,Delivered,0.0
PO01645,SUPP009,FACT06,PROD042,2023-10-18,2023-12-21,2024-01-07,390,306.52,119542.8,Delivered,17.0
PO01646,SUPP054,FACT03,PROD049,2024-12-04,2025-01-05,2025-01-31,4022,455.27,1831095.94,Delivered,26.0
PO01647,SUPP061,FACT09,PROD004,2024-04-06,2024-05-10,2024-06-16,1610,353.89,569762.9,Delivered,37.0
PO01648,SUPP002,FACT11,PROD064,2023-04-21,2023-05-30,2023-05-30,2518,456.39,1149190.02,Delivered,0.0
PO01649,SUPP050,FACT05,PROD079,2022-09-10,2022-10-23,2022-10-23,2478,191.37,474214.86,Delivered,0.0
PO01650,SUPP075,FACT02,PROD051,2022-10-16,2022-12-20,2023-01-17,3738,388.62,1452661.56,Delayed,28.0
PO01651,SUPP031,FACT10,PROD091,2024-09-26,2024-10-12,2024-10-12,2745,356.33,978125.85,Delivered,0.0
PO01652,SUPP033,FACT06,PROD072,2022-01-21,2022-02-03,2022-02-03,2077,233.94,485893.38,Delivered,0.0
PO01653,SUPP078,FACT12,PROD060,2022-11-12,2022-11-23,,3802,151.28,575166.56,Pending,
PO01654,SUPP080,FACT08,PROD087,2023-07-18,2023-10-10,2023-10-10,365,373.23,136228.95,Delivered,0.0
PO01655,SUPP011,FACT11,PROD079,2022-05-03,2022-06-21,2022-06-21,4039,181.71,733926.69,Delivered,0.0
PO01656,SUPP033,FACT06,PROD091,2024-05-23,2024-06-05,2024-06-05,1151,338.05,389095.55,Delivered,0.0
PO01657,SUPP007,FACT04,PROD031,2024-08-17,2024-09-18,,580,813.5,471830.0,Cancelled,
PO01658,SUPP031,FACT06,PROD103,2022-08-02,2022-08-18,2022-08-18,2452,143.77,352524.04,Delivered,0.0
PO01659,SUPP048,FACT08,PROD111,2024-04-18,2024-04-30,2024-04-30,1909,691.88,1320798.92,Delivered,0.0
PO01660,SUPP047,FACT08,PROD072,2023-10-09,2023-11-10,2023-11-10,4807,242.28,1164639.96,Delivered,0.0
PO01661,SUPP078,FACT10,PROD094,2024-08-25,2024-09-05,2024-09-05,1269,163.34,207278.46,Delivered,0.0
PO01662,SUPP053,FACT02,PROD058,2023-12-31,2024-02-18,2024-02-18,4272,348.43,1488492.96,Delivered,0.0
PO01663,SUPP080,FACT08,PROD119,2023-08-23,2023-11-15,2023-11-15,4494,136.5,613431.0,Delivered,0.0
PO01664,SUPP019,FACT06,PROD106,2024-03-02,2024-04-13,,1816,432.68,785746.88,Cancelled,
PO01665,SUPP006,FACT02,PROD082,2022-02-09,2022-02-27,2022-04-17,1117,322.8,360567.6,Delayed,49.0
PO01666,SUPP049,FACT01,PROD004,2024-01-22,2024-02-14,2024-02-14,777,340.34,264444.18,Delivered,0.0
PO01667,SUPP073,FACT06,PROD111,2024-07-31,2024-08-07,2024-08-07,293,728.12,213339.16,Delivered,0.0
PO01668,SUPP050,FACT07,PROD107,2023-10-10,2023-11-22,2023-11-22,1835,111.85,205244.75,Delivered,0.0
PO01669,SUPP012,FACT10,PROD022,2022-07-01,2022-08-07,2022-09-28,761,70.57,53703.77,Delayed,52.0
PO01670,SUPP023,FACT05,PROD003,2022-09-22,2022-10-17,2022-10-17,2943,358.86,1056124.98,Delivered,0.0
PO01671,SUPP054,FACT10,PROD079,2024-02-10,2024-03-13,2024-03-13,3200,169.67,542944.0,Delivered,0.0
PO01672,SUPP069,FACT08,PROD099,2024-05-12,2024-06-15,,4231,386.14,1633758.34,Pending,
PO01673,SUPP059,FACT11,PROD047,2023-03-08,2023-03-26,,1558,114.47,178344.26,Pending,
PO01674,SUPP036,FACT12,PROD038,2023-05-24,2023-07-23,2023-07-23,320,47.75,15280.0,Delivered,0.0
PO01675,SUPP003,FACT09,PROD033,2023-03-23,2023-04-24,2023-06-10,1847,228.48,422002.56,Delayed,47.0
PO01676,SUPP058,FACT04,PROD078,2023-06-12,2023-07-26,2023-08-24,2610,107.56,280731.6,Delayed,29.0
PO01677,SUPP055,FACT07,PROD048,2024-05-24,2024-06-04,2024-06-04,3610,399.27,1441364.7,Delivered,0.0
PO01678,SUPP057,FACT08,PROD065,2023-10-31,2023-12-12,2023-12-12,4053,624.85,2532517.05,Delivered,0.0
PO01679,SUPP017,FACT06,PROD117,2024-04-26,2024-05-19,,2227,230.78,513947.06,Cancelled,
PO01680,SUPP039,FACT02,PROD113,2022-03-11,2022-04-23,2022-04-23,887,263.93,234105.91,Delivered,0.0
PO01681,SUPP068,FACT07,PROD026,2024-03-26,2024-04-24,2024-04-24,2867,286.71,821997.57,Delivered,0.0
PO01682,SUPP055,FACT09,PROD008,2024-11-04,2024-11-15,2024-11-15,3764,356.15,1340548.6,Delivered,0.0
PO01683,SUPP045,FACT05,PROD050,2024-12-19,2025-01-09,2025-01-22,3128,345.73,1081443.44,Delayed,13.0
PO01684,SUPP076,FACT02,PROD080,2023-03-22,2023-04-17,,2949,235.3,693899.7,Pending,
PO01685,SUPP001,FACT04,PROD038,2024-10-22,2024-12-09,2024-12-09,1826,45.35,82809.1,Delivered,0.0
PO01686,SUPP021,FACT03,PROD010,2022-01-19,2022-01-28,,1700,453.75,771375.0,Cancelled,
PO01687,SUPP021,FACT04,PROD042,2023-07-15,2023-07-24,,2998,299.49,897871.02,Pending,
PO01688,SUPP052,FACT10,PROD037,2023-04-17,2023-05-01,2023-05-12,2570,156.28,401639.6,Delayed,11.0
PO01689,SUPP043,FACT07,PROD026,2022-01-28,2022-03-14,2022-03-14,2435,266.43,648757.05,Delivered,0.0
PO01690,SUPP052,FACT10,PROD092,2023-07-14,2023-07-28,2023-08-11,4464,262.68,1172603.52,Delivered,14.0
PO01691,SUPP067,FACT08,PROD012,2023-08-31,2023-10-06,2023-10-06,2818,161.12,454036.16,Delivered,0.0
PO01692,SUPP044,FACT01,PROD084,2023-04-03,2023-05-21,2023-05-21,4288,339.31,1454961.28,Delivered,0.0
PO01693,SUPP032,FACT08,PROD049,2024-08-02,2024-08-23,2024-08-23,2754,428.39,1179786.06,Delivered,0.0
PO01694,SUPP010,FACT05,PROD014,2024-09-10,2024-09-27,2024-10-04,1222,260.11,317854.42,Delayed,7.0
PO01695,SUPP064,FACT12,PROD046,2024-05-17,2024-06-02,2024-06-02,2568,878.93,2257092.24,Delivered,0.0
PO01696,SUPP079,FACT07,PROD035,2024-10-12,2024-12-09,2025-02-01,412,499.52,205802.24,Delayed,54.0
PO01697,SUPP069,FACT11,PROD029,2022-01-29,2022-03-04,2022-03-04,699,272.49,190470.51,Delivered,0.0
PO01698,SUPP068,FACT11,PROD012,2023-10-31,2023-11-29,2023-11-29,2306,150.06,346038.36,Delivered,0.0
PO01699,SUPP028,FACT01,PROD116,2024-04-05,2024-05-02,2024-05-02,3186,649.84,2070390.24,Delivered,0.0
PO01700,SUPP053,FACT02,PROD082,2024-03-26,2024-05-14,2024-05-14,4694,339.72,1594645.68,Delivered,0.0
PO01701,SUPP051,FACT01,PROD044,2022-10-06,2022-12-25,2022-12-25,1185,61.77,73197.45,Delivered,0.0
PO01702,SUPP053,FACT05,PROD066,2022-10-10,2022-11-28,2023-01-20,4408,824.47,3634263.76,Delayed,53.0
PO01703,SUPP004,FACT06,PROD002,2024-09-29,2024-11-24,2024-11-24,3197,309.89,990718.33,Delivered,0.0
PO01704,SUPP079,FACT10,PROD059,2022-11-01,2022-12-29,2022-12-29,4911,192.64,946055.04,Delivered,0.0
PO01705,SUPP017,FACT09,PROD017,2023-11-25,2023-12-18,2023-12-18,925,232.25,214831.25,Delivered,0.0
PO01706,SUPP067,FACT08,PROD010,2022-04-19,2022-05-25,2022-05-25,3792,438.54,1662943.68,Delivered,0.0
PO01707,SUPP074,FACT07,PROD018,2022-11-20,2022-12-03,2022-12-03,3901,371.14,1447817.14,Delivered,0.0
PO01708,SUPP047,FACT12,PROD022,2023-04-03,2023-05-05,2023-06-12,1202,70.0,84140.0,Delivered,38.0
PO01709,SUPP056,FACT05,PROD083,2023-04-27,2023-05-25,2023-05-25,1972,275.71,543700.12,Delivered,0.0
